ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Normalized Restaurant
63049,Koregaon Park,Pune,Tvum,1000,2.9,80,North Indian,Kalyani Nagar,58,tvum
63156,Vyasarpadi,Chennai,Meat And Eat,400,4.2,100,Fast Food,Perambur,48,meat & eat
63617,Salt Lake City,Kolkata,Scone (Multicuisine Unit),300,4.4,50,"Indian,Chinese",Bj Market Complex,73,cone (multicuiine unit)
63673,Koregaon Park,Pune,Wicked China,400,4.2,20,"Chinese,Oriental,Asian,Pan-Asian,Thai,Seafood,Fast Food",Koregaon Park Road,66,wicked china
63705,Kodambakkam,Chennai,Hotel Hollywood,500,4.3,100,"North Indian,Biryani,Seafood,South Indian",Kodambakkam,66,hotel hollywood
63891,Amberpet,Hyderabad,Down Town House,250,2.6,20,Ice Cream  Beverages  Fast Food,Amderpet,46,down town houe
63957,Koramangala,Bangalore,Madeena Hotel,250,4.1,1000,"Biryani,Mughlai,Indian,Beverages",5Th Block Kormangala,54,madeena hotel
63960,Ghatkopar East,Mumbai,Leo 89 - Chembur (Indian Chinese),400,4.2,100,"Indian,Chinese",Kurla,46,leo 89 - chembur (indian chinee)
64234,Chembur,Mumbai,Liplick Pizzeria,200,3.9,50,"Pizzas,Italian",Poster Colony,46,liplick pizzeria
64592,Kurla,Mumbai,Gd'S Fast Food,450,4.3,100,"North Indian,Chinese",Kurla,39,gd fat food
64595,Narayanguda,Hyderabad,The Bhimavaram Boys,300,3.7,500,South Indian,Old Mla Quaaters Rd,33,the bhimavaram boy
64640,Ahmedabad,Ahmedabad,Grill N Rice Restaurant,200,3.6,20,"Indian,Chinese",Laldarawaja,39,grill n rice retaurant
64758,Khanpur,Ahmedabad,Simran,650,4.0,500,"Indian,Chinese",Bhadra,40,imran
64772,Lal Darwaja,Ahmedabad,Hotel Zk,700,3.8,100,"Indian,Chinese",Relief Road,46,hotel zk
64776,Laldarwaja,Ahmedabad,Alif Sandburg,300,2.9,80,Snacks,Shahpur,44,alif andburg
64883,Santacruz East,Mumbai,Hotel Sadichha,550,4.2,50,North Indian  Chinese,Santacruz East,41,hotel adichha
64956,Camp,Pune,Mahesh Lunch Home,900,4.2,100,"Seafood,Indian,Chinese",Camp Area,34,maheh lunch home
64972,Banjara Hills,Hyderabad,24/7 Gallery Cafe - Hyatt Place Hyderabad,1500,2.9,80,"Italian,Indian,Continental",Hyatt Place Road No 1 Banjara Hills,66,24/7 gallery cafe - hyatt place hyderabad
64979,Modi Colony,Pune,Cafe Taiba,250,3.9,500,"Indian,Mughlai,Chinese,Biryani",Camp,31,cafe taiba
65004,Sagrampura,Surat,Sugar N Spice - Non Veg,350,4.1,100,"Indian,Punjabi,Chinese,Mughlai,Biryani,Tandoor,Pizzas,Thalis",Ring Road,34,ugar n pice - non veg
65006,Erandwane,Pune,Best Belgian Waffle,250,4.2,100,"Desserts,Bakery,Beverages",Erandwane,47,bet belgian waffle
65028,Athwa,Surat,Subway,350,4.2,100,"Fast Food,Healthy Food,Salads,Snacks,Desserts,Beverages",Ghod Dod Road,30,ubway
65033,Cossipore,Kolkata,Chandigarh Hotel,300,4.1,500,Indian,Near Kolkata Shastro Police,62,chandigarh hotel
65039,Bhadra,Ahmedabad,Paramount Restaurant,750,4.1,100,"Indian,Chinese,Continental,Desserts,Beverages",Bhadra,38,paramount retaurant
65046,Lal Darwaja,Ahmedabad,Food Inn,700,4.5,100,North Indian,Lal Darwaja,33,food inn
65075,Koramangala,Bangalore,Homely,200,4.3,1000,"Home Food,North Indian,South Indian,Beverages,Chettinad,Combo,Desserts,Hyderabadi,Indian,Lucknowi,Maharashtrian,Mangalorean,Punjabi,Rajasthani,Snacks,Sweets,Thalis",80Ft. Road,52,homely
65178,Kalighat,Kolkata,Bijoli Grill Foods Corner,300,4.0,500,"Indian,Fast Food,Chinese,Tandoor,Snacks,Biryani",Sadananda Road,66,bijoli grill food corner
65181,Machuabazar,Kolkata,Hungry Monkzzz,250,4.0,20,"Chinese,Tibetan",Beside Khudiram Bose Collage,53,hungry monkzzz
65183,Elgin,Kolkata,Mintelaa,1000,3.9,20,"Indian,Chinese,Continental",Opposite Icici Bank,63,mintelaa
65184,Bidhannagar,Kolkata,Sonar Tori,800,4.1,100,"Bengali,Indian,Bangladeshi",Bidhannagar,66,onar tori
65188,Taltala,Kolkata,Best Of Gupta'S,400,4.3,50,"Indian,Chinese,Tandoor",Beside Hotel Vip International,43,bet of gupta
65189,Ashok Nagar,Bangalore,The Chinese Food Company,300,4.0,20,"Chinese,Seafood,Pan-Asian,Vietnamese,Malaysian,Singaporean,Thai",Ashok Nagar,36,the chinee food company
65221,Powai Area,Mumbai,The Barn Grill,900,4.5,100,American  Continental,Powai Area,61,the barn grill
65319,Block Gg1 Vikaspuri,Delhi,Muradabadi Biryani,150,4.0,100,North Indian,Vikas Puri,74,muradabadi biryani
65404,Athwa,Surat,Vegji'S,200,4.0,100,"Continental,Fast Food,Lebanese,North Indian,Chinese",Tribhuvan Complex Ghod Dod Road,34,vegji
65483,Himayath Nagar,Hyderabad,Istah - Shawarma And Biryani,250,4.4,1000,"Arabian,Lebanese,Mediterranean,Biryani",Himayath Nagar,27,itah - hawarma & biryani
65530,Seshadripuram,Bangalore,Mama Mia!,200,2.9,80,"Desserts,Ice Cream",Kumara Park,51,mama mia!
65569,Shahpur,Ahmedabad,New Bombay Biryani,160,3.8,100,Biryani,Shahpur,39,new bombay biryani
65758,Khanpur,Ahmedabad,Silver Leaf - Cama Hotel,600,2.9,80,"Indian,Chinese,Continental",Laldarawaja,48,ilver leaf - cama hotel
65879,Saki Naka,Mumbai,Supreme Restaurant,400,4.1,100,"Lebanese,Turkish,Arabian,Fast Food,Healthy Food,Beverages",Sakinaka,45,upreme retaurant
65912,Piplod,Surat,Kathi Junction,200,4.2,100,"Indian,Mughlai,North Indian,Combo",Safal Square Vesu,55,kathi junction
65921,Film Nagar,Hyderabad,Wokstars,400,4.2,100,"Asian,Chinese",Near Apollo Hospital Road 92,77,woktar
65960,Barabazar Market,Kolkata,New Punjab Khalsa Hindu Hotel,250,2.9,80,North Indian,Jorasanko,41,new punjab khala hindu hotel
66018,Yerawada,Pune,Baraza Bars & Bites,700,2.9,80,"North Indian,Kebabs,Biryani,Chinese,Continental,Fast Food,Mughlai",Ishanya Mall Yerawada,68,baraza bar & bite
66119,Andheri East,Mumbai,Freshmenu,250,4.1,500,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese,American,Asian,Beverages,Bakery,Biryani,Desserts,Mexican,North Indian,Salads,Pizzas",Opposite To Mahakali Road,52,frehmenu
66166,Piplod,Surat,Masala Canteen,300,4.1,100,"Indian,Chinese",International Business Center,63,maala canteen
66229,Ballygunge,Kolkata,Mom'S Breakfast Magic By Adele,300,4.5,100,Fast Food  Beverages  Thalis,Near Milli Primary School,60,mom breakfat magic by adele
66378,Chembur,Mumbai,Stars Parade,700,4.4,100,"Indian,Chinese,Thai",Chembur,47,tar parade
66424,Basavanagudi,Bangalore,Bombay Kulfis,100,4.7,100,"North Indian,Desserts,Fast Food",Banashankari Stage I,37,bombay kulfi
66474,Shankarapura,Bangalore,Twiststick House,300,4.3,100,"Jain,North Indian,Continental,Fast Food,Italian,Beverages,Thai",Vv Puram,47,twittick houe
66490,Bandra Area,Mumbai,Punjab Grill,900,4.3,100,"North Indian,Indian,Biryani,Punjabi,Kebabs,Mughlai,Desserts",Bandra Area,48,punjab grill
66509,Santacruz East,Mumbai,Thotrin Cafe,500,4.4,100,"Indian,Chinese",Santacruz East,39,thotrin cafe
66602,Basavanagudi,Bangalore,J K Fish Land,300,4.1,20,"Coastal,Seafood",Basavanagudi,53,j k fih land
66666,Lakdikapul,Hyderabad,Stop N Go,200,4.3,100,"Fast Food,Bakery",P & T Officers Colony,48,top n go
66936,Banjara Hills,Hyderabad,Cafe Graffiti Pizzeria,450,3.9,50,"Fast Food,Italian,Beverages",Rd Number 12,61,cafe graffiti pizzeria
67108,Khar West,Mumbai,Sindhful,700,4.4,100,Sindhi  North Indian  Snacks,Khar,57,indhful
67148,Bandra Area,Mumbai,Celini - Grand Hyatt Mumbai,1800,2.9,80,"Italian,Continental,North Indian,Mughlai,Pizzas,Bakery",Lobby Level Off Western Express Highway Vakola,61,celini - grand hyatt mumbai
67283,Kodambakkam,Chennai,Rahmas Biryani,300,3.8,20,Biryani,Kodambakkam,80,rahma biryani
67296,Toli Chowki,Hyderabad,Shalimar Sweets,300,4.1,100,Sweets,Galaxy Theatre Road,67,halimar weet
67411,Kondhwa,Pune,Cafe Samosa Corner,100,4.4,100,"Indian,Fast Food,Biryani,Tandoor,Sweets,Beverages,Street Food",Kondhwa,65,cafe amoa corner
67575,Thousand Lights,Chennai,Savoury Sea Shell,400,4.3,1000,"Arabian,Indian,Chinese",Egmore,47,avoury ea hell
67618,Kothrud,Pune,Lean Life Bistro,300,4.7,20,Fast Food,Kothrud,64,lean life bitro
67652,Kalighat,Kolkata,Chilly Culture,500,4.3,100,"Chinese,Thai,North Indian",Southern Avenue,74,chilly culture
67659,Erandwane,Pune,Nitrobuzz,400,2.9,80,"Cafe,Desserts,Ice Cream,Beverages,Pastas,Salads",Erandwane,52,nitrobuzz
67716,Golpark,Kolkata,Indthalia,700,3.9,20,"Continental,Chinese,Indian",Southern Avenue,77,indthalia
67717,Elgin,Kolkata,Kookie Jar,350,4.6,500,Desserts  Snacks  Bakery,Opposite Fbb,45,kookie jar
67787,Bandra Area,Mumbai,O Pedro,1800,4.4,100,"Goan,Portuguese",Bandra Area,50,o pedro
67903,Matunga,Mumbai,Pomona Cafe,500,4.0,50,Italian-American  European  Continental,Matunga King Circle,63,pomona cafe
68020,Khokhra,Ahmedabad,Yummy Fast Food Corner,300,3.3,50,Fast Food,Mani Nagar,49,yummy fat food corner
68055,Matunga,Mumbai,Classic Fast Food,500,4.3,500,Indian  Chinese  Continental,Matunga East,53,claic fat food
68100,Sector 7 Rohini,Delhi,Kake Da Hotel,600,4.1,1000,"North Indian,Mughlai,Punjabi",Rohini,36,kake da hotel
68276,Lullanagar,Pune,Signature,600,4.4,100,"North Indian,Mughlai,Seafood,Chinese,Tandoor",Sahani Sujan Park,61,ignature
68512,Ulsoor,Bangalore,The Cafe By Foodhall,1000,4.0,20,"Fast Food,Pan-Asian,Continental",1Mg,50,the cafe by foodhall
68544,Vikhroli,Mumbai,Hotel Sadguru,300,4.5,20,Indian  Chinese,Ghatkopar East,55,hotel adguru
69274,Ashok Nagar,Bangalore,Chai Point,150,4.5,500,"Bakery,Combo,Beverages,Maharashtrian,Snacks,Street Food,South Indian,Punjabi,Fast Food",Church St,36,chai point
69354,Ashok Nagar,Bangalore,No.10 Fort Cochin,250,4.2,1000,"Seafood,Kerala,Biryani",Central Bangaore,32,no.10 fort cochin
69489,Kodambakkam,Chennai,The Juice Shop @ Arab Street,150,2.9,80,"Juices,Desserts,Beverages",Kodambakkam,83,the juice hop @ arab treet
69531,Annanagar,Chennai,6Th Avenue,250,3.7,20,"Indian,Chinese,Continental",Anna Nagar West,70,6th avenue
69876,Ashok Nagar,Bangalore,Subway,350,4.4,100,"Fast Food,Salads,Snacks,Desserts,Beverages",Ub City,38,ubway
69959,Varachha,Surat,Sher-E-Punjab,300,3.9,20,"North Indian,Chinese",Opp Surat Railway Station,43,her-e-punjab
69991,Bharthana,Surat,Crave In,200,3.8,20,"Fast Food,Chinese,Indian,Desserts,Punjabi,Asian",E-Space Vesu,63,crave in
69992,Piplod,Surat,Ministry Of Eggs,300,3.8,100,"Fast Food,Chinese,Indian,Desserts,Punjabi,Asian",Safal Square Vesu,60,minitry of egg
70016,Amberpet,Hyderabad,Sampradaya Foods,450,4.5,100,"Sweets,Desserts",Bagh Amberpet,40,ampradaya food
70054,Bowenpally,Hyderabad,Sweet Heart Family Restaurant,300,3.7,1000,North Indian  Chinese  Biryani,Begumpet,74,weet heart family retaurant
70344,Ayanavaram,Chennai,Udupi Hotel Venkateswara,300,4.3,100,"South Indian,North Indian,Chinese",Anna Nagar,51,udupi hotel venkatewara
70400,Sector 8 Rohini,Delhi,Kc Restaurant,200,4.1,100,"Chinese,Street Food,Fast Food",Rohini,39,kc retaurant
70522,Begampura,Surat,Taste Of Bhagwati,330,4.0,100,"North Indian,Chinese,Oriental,Continental,Desserts",Textile Market Ring Road,45,tate of bhagwati
70570,Powai Area,Mumbai,Shalimar,700,4.1,100,"Indian,Chinese",Marol,57,halimar
70574,Sion Bhakti Park,Mumbai,Hotel Sagar,600,4.3,50,Indian,Sion,45,hotel agar
70577,Khairtabad,Hyderabad,The Just Biryani,200,4.3,20,"Chinese,South Indian,North Indian",Road 12,54,the jut biryani
70681,Kasba,Kolkata,3 Idiots Dhaba,300,3.3,50,"Indian,Chinese",Picnic Garden,64,3 idiot dhaba
70691,Lake Gardens,Kolkata,Snacking,500,4.5,500,"Continental,Chinese,Combo,Beverages",Near Vikramshila Education Resource Society,85,nacking
70761,Begampura,Surat,Chhote Miyan,300,4.2,50,North Indian,Zampa Bazar,39,chhote miyan
70846,Aundh,Pune,Basilio,500,2.9,80,Italian,Aundh,85,bailio
70894,Dilsukhnagar,Hyderabad,Chinese By Sahadeva Reddy,200,4.2,100,"Chinese,Fast Food",Rd Number 35,39,chinee by ahadeva reddy
70942,Dilsukhnagar,Hyderabad,Sahadeva Reddy'S Chinese Kitchen,250,4.0,500,"Chinese,Fast Food",Maruthi Nagar,38,ahadeva reddy chinee kitchen
71071,Sector 9 Rohini,Delhi,Moroca (Rohini),250,4.0,500,Fast Food,Sector 9 Rohini,34,moroca (rohini)
71152,Pitam Pura,Delhi,Vikas Foods,400,4.3,50,North Indian,Rani Bagh,47,vika food
71260,Raja Bazar,Kolkata,Lazeez Biryani,250,3.5,1000,"Biryani,Mughlai",Opposite Hind Mahal,35,lazeez biryani
71267,Kolkata,Kolkata,Red Chillies,250,4.2,500,Chinese,Gariahat,38,red chillie
71328,Varachha,Surat,Jeevandhara Hotels,250,2.9,80,"Punjabi,Fast Food",Opp Rajhans Point,44,jeevandhara hotel
71359,Adajan,Surat,Level 5 Terrace Resturant,600,4.3,20,"Punjabi,North Indian,Chinese,South Indian,Fast Food",Opp Star Bazaar,53,level 5 terrace returant
71361,Purasaiwakkam,Chennai,Shree Konar Vilas,300,4.1,500,"South Indian,Chettinad",Purasawakam,31,hree konar vila
71392,Pitam Pura,Delhi,Bobby Punjabi Rasoi,300,4.2,100,"Indian,Mughlai,Chinese",Pitampura,53,bobby punjabi raoi
71591,Banjara Hills,Hyderabad,Sandwich Eatery,250,4.0,100,Fast Food  Beverages,Sr Nagar,75,andwich eatery
71596,Karkhana,Hyderabad,Tea Kettle,300,4.5,50,Beverages  Fast Food,Kharkana,68,tea kettle
71645,Mehdipatnam,Hyderabad,Hotel City Diamond,300,4.3,500,"Biryani,Hyderabadi",Mehdipatnam X Roads,43,hotel city diamond
72003,Saki Naka,Mumbai,Cafe Delhi Heights,2000,2.9,80,"Asian,Continental",Kurla,48,cafe delhi height
72156,Bibwewadi,Pune,Spice Garden Family Resto & Bar,500,4.3,100,"North Indian,Chinese,Mughlai",Bibvewadi,70,pice garden family reto & bar
72165,Kothrud,Pune,Moonlight Real Chinese,500,2.9,80,"North Indian,Chinese",Kothrud,58,moonlight real chinee
72236,Teynampet,Chennai,Cafe Cakebee,700,4.3,50,"Cafe,Italian,Bakery,Desserts",Alwarpet,63,cafe cakebee
72264,Chembur,Mumbai,Raj Restaurant,700,4.3,1000,"Indian,Chinese",Chembur,54,raj retaurant
72566,Yousufguda,Hyderabad,Eat N Joy Bakers,200,4.1,20,Bakery,Kamalapuri Colony,67,eat n joy baker
72605,Athwa,Surat,Pizza Hut,350,3.7,100,"Pizzas,Fast Food",Ghod Dod Road,40,pizza hut
72625,Raja Annamalai Puram,Chennai,Ciclo Life,500,4.5,500,"Salads,Continental,Oriental,Beverages",2Nd Main Rd Govindaswamy Nagar,68,ciclo life
72637,Vastrapur,Ahmedabad,Drunken Monkey,250,4.3,20,"Healthy Food,Beverages,Juices",Opp Nehru Park Fountain,39,drunken monkey
72650,Vastrapur,Ahmedabad,Tgih- Thank God Its Healthy,900,4.3,100,"Continental,Healthy Food,Thai,Juices,Mexican,Mediterranean,Lebanese,Greek",Vastrapur,49,tgih- thank god it healthy
72893,Kothrud,Pune,7Th Heaven Cake Shop,400,4.5,100,"Bakery,Desserts",Kothrud,51,7th heaven cake hop
72959,Lal Darwaja,Ahmedabad,Green House - The House Of Mg,1500,2.9,80,"Gujarati,Snacks",Lal Darwaja,39,green houe - the houe of mg
73475,Choolai,Chennai,Snackart,200,3.5,20,Snacks,Pattalam,45,nackart
73574,Egmore,Chennai,Brownie Heaven,200,4.6,20,Desserts,Egmore,37,brownie heaven
73603,Chembur,Mumbai,Lamba,600,4.2,100,"North Indian,Chinese,Biryani,Tandoor",Chembur,51,lamba
73619,Ghorpadi,Pune,Punjabi Darbaar,550,4.1,100,"North Indian,Chinese",B.T. Kawade Road,59,punjabi darbaar
73662,Annanagar East,Chennai,Mozza,0,2.9,80,"Continental,Chinese,Italian,Mexican",Annangar East,64,mozza
73665,Kolathur,Chennai,Bismillah Briyani & Fast Food,300,3.8,500,"Tandoor,Chinese,Biryani,Indian",Perambur,63,bimillah briyani & fat food
73682,Sector 7 Rohini,Delhi,Biryani Blues,400,4.1,500,"Biryani,Hyderabadi,Lucknowi,Kebabs,Desserts,Beverages",Rohini,38,biryani blue
73720,Kilpauk,Chennai,Hotel Paramount,500,4.3,1000,"North Indian,South Indian,Chinese,Seafood,Biryani",Kilpauk,39,hotel paramount
73924,Koramangala,Bangalore,Sonar Bangla,256,3.7,20,"Bengali,North Indian",Koramangala,59,onar bangla
73980,Mohammed Wadi,Pune,Dessertto,200,4.0,100,"Bakery,Ice Cream,Beverages",Wanowrie,72,deertto
74130,Kothrud,Pune,Mad About Chinese,300,3.2,20,Chinese,Kothrud Pune,62,mad about chinee
74137,Sanjeeva Reddy Nagar,Hyderabad,Sai Brundavan Tiffins,200,4.3,1000,South Indian  Chinese,Bk Guda Road,66,ai brundavan tiffin
74340,Himayatnagar,Hyderabad,Amantran Bengali Restaurant,200,4.1,100,"Bengali,North Indian,Chinese,Home Food,Thalis,Beverages",Domalguda,41,amantran bengali retaurant
74361,Sector 8 Rohini,Delhi,Instapizza,400,4.1,100,"Pizzas,Italian,Fast Food,Beverages,Desserts",Rohini,44,intapizza
74365,Ballygunge,Kolkata,Roadhouzz,900,4.3,20,"Continental,Italian,Oriental,Tandoor",South Kolkata,78,roadhouzz
74549,Chembur,Mumbai,Sahara Restaurant,300,4.0,1000,"Indian,Chinese,Tandoor,Mughlai,Biryani,Desserts",Shivaji Nagar Cst Road,37,ahara retaurant
74628,Vijayanagar,Bangalore,Swathi Greenland,400,4.4,50,"Chinese,North Indian,Desserts,Andhra,Beverages,Seafood,Punjabi,Hyderabadi",Mc Layout,62,wathi greenland
74644,Bharthana,Surat,Burger King,350,4.2,1000,"American,Fast Food",Bhadani Era Vip Road,52,burger king
74646,Vijaya Nagar Colony,Hyderabad,Riyan Hotel,300,3.5,1000,"Hyderabadi,Mughlai,Biryani,Indian,Chinese",Vijaya Nagar Colony,35,riyan hotel
74668,Elgin,Kolkata,Govinda'S,750,4.3,100,"Indian,Chinese",Near Sri Sri Radha Govindaji Mandir,55,govinda
74870,Old Washermanpet,Chennai,Nypfc - New York Pizza & Fried Chicken,350,4.2,100,"Fast Food,Pizzas",Royapuram,59,nypfc - new york pizza & fried chicken
74979,Adarsh Nagar,Hyderabad,Ohri'S Cake Nation,600,4.3,100,"Desserts,Bakery",New Mla Quarters,31,ohri cake nation
76208,Sector 8  Rohini,Delhi,Chinese Palace By Vhc,150,2.9,80,"Chinese,Beverages,Snacks,Ice Cream,Combo,Thalis",Jhilmil Colony,49,chinee palace by vhc
76475,Adajan,Surat,Jakaas Chinese Food,300,4.3,1000,Chinese,Nr Mahalaxmi Temple,38,jakaa chinee food
76601,Banjara Hills,Hyderabad,Skypark Cafe,500,4.0,500,"Cafe,Chinese,Continental",Road No 12,61,kypark cafe
76649,Aundh,Pune,Karolbaug- Dawat-E-Mehfil,600,4.3,20,North Indian,Aundh,74,karolbaug- dawat-e-mehfil
76702,Egmore,Chennai,The Red Box,400,4.0,500,Chinese,Egmore,38,the red box
76775,Chembur,Mumbai,Vasanti Vilas,450,2.9,80,"Indian,Chinese",Chembur,50,vaanti vila
76997,Govandi East,Mumbai,Badri'S,500,4.3,50,Indian,Chembur,57,badri
77106,Khamasa,Ahmedabad,Anwar E Hilal Restaurant,250,4.0,100,Indian,Nadiawad Gollimda Jamalpur,37,anwar e hilal retaurant
77182,Shivaji Nagar,Pune,Hot Momo'S And Burger,250,4.2,100,"Fast Food,Chinese",Senapati Bapat Road,45,hot momo & burger
77217,Kalina,Mumbai,King Chilli,400,4.3,100,"Chinese,Asian,Fast Food",Santacruz East,38,king chilli
77340,New Alipore,Kolkata,Mamamomo,300,4.2,50,Chinese,Alipore,83,mamamomo
77371,Powai,Mumbai,The Bowl Project,650,4.1,50,"Oriental,Italian-American,Indian,Asian",Powai,47,the bowl project
77646,Ashok Nagar,Delhi,Dilli Darbar,300,3.6,20,"Mughlai,Indian",Tilak Nagar,70,dilli darbar
77719,Kasba,Kolkata,The Biryani Inc.,350,4.3,1000,"Biryani,Mughlai,Kebabs,North Indian",Near Ballygunge Station,69,the biryani inc.
77726,Bhowanipore,Kolkata,Little Pleasures,300,4.6,100,"Bakery,Desserts",Near Hagen Daz,54,little pleaure
77736,Koregaon Park,Pune,1441 Pizzeria,400,3.9,100,"Italian,Pizzas,Pastas,Desserts,Beverages",Koregaon Park,48,1441 pizzeria
77740,Shivajinagar,Pune,Cafe Peter,350,3.5,20,Continental,Shivaji Nagar,38,cafe peter
77875,Moghalpura,Hyderabad,Al - Akbar Fast Food Corner,200,4.2,500,"North Indian,Chinese",Beside Mecca Masjid,45,al - akbar fat food corner
77876,Lal Darwaza,Hyderabad,Al Hashmi Arabian Shawarma House,250,3.0,20,"Street Food,Arabian",Shalibanda,54,al hahmi arabian hawarma houe
78036,Santacruz East,Mumbai,Burger King,350,4.2,1000,American,Central Plaza Kalina,33,burger king
78085,Santacruz East,Mumbai,Grand,500,4.4,20,"North Indian,Chinese,Mughlai,Tandoor,Seafood",Santacruz East,50,grand
78172,Charminar,Hyderabad,House Of Milkshake,200,4.1,100,"Ice Cream,Beverages,Fast Food",Inside Happy Mart,39,houe of milkhake
78244,Ghorpadi,Pune,Saffron Exotic Family Restaurant,500,4.3,100,"North Indian,Biryani,Chinese,Tandoor,Seafood,Snacks,Kebabs",B.T Kawade Road,64,affron exotic family retaurant
78335,Athwa,Surat,Cream 'N' Crust,150,2.9,80,"Desserts,Ice Cream",Rustampura,33,cream n crut
78434,Erandwane,Pune,Kalinga Veg Gourmet Kitchen,400,4.3,100,"North Indian,European,Continental,Fast Food,Mangalorean",Erandwane,49,kalinga veg gourmet kitchen
78478,Masab Tank,Hyderabad,Diamond Pan Shop,1000,4.4,100,"Biryani,Tandoor,Chinese,Indian",Masabtank,49,diamond pan hop
78684,Bandra East,Mumbai,Flavors Of China,850,4.2,50,Chinese,Gc Colony,50,flavor of china
79000,Raikhad,Ahmedabad,Arabian Hub,350,3.8,50,Arabian,Lal Darwaja,35,arabian hub
79184,Wadgaon Sheri,Pune,Tulja Bhavani Chinese Corner,150,4.2,20,Chinese,Vadgaon Sheri Mahavir Nagar,68,tulja bhavani chinee corner
79234,Ashok Nagar,Bangalore,Airlines Hotel,500,4.3,100,"South Indian,North Indian",Lavelle Road,32,airline hotel
79595,Alwarpet,Chennai,Hutong,800,3.5,20,"Chinese,Pan-Asian,Combo",Alwarpet,69,hutong
79693,Powai,Mumbai,Maheshwari Kitchen,300,2.9,80,Indian  Chinese,Chandivali,53,mahehwari kitchen
79850,Chembur,Mumbai,Greens N Leans,300,4.1,100,"Fast Food,Keto,Continental,Salads,Mexican,European,Italian,Mediterranean,Combo,Thai,Desserts,Indian,Biryani,Healthy Food",Chembur,42,green n lean
79855,Taltala,Kolkata,Grill Sandwich And Juice,100,4.1,100,Fast Food  Italian  Beverages,Sabji More,43,grill andwich & juice
80118,Central Bangalore,Bangalore,Taco Bell,300,4.2,100,Mexican,Garuda Mall,63,taco bell
80142,Saki Naka,Mumbai,Butter Chicken Factory,1100,2.9,80,"Indian,Biryani,Tandoor,Desserts,Beverages",Kurla West,47,butter chicken factory
80349,Paldi,Ahmedabad,Asharfi Kulfi,200,4.4,20,Indian,Paldi & Ambawadi,30,aharfi kulfi
80398,Anna Nagar,Chennai,Rosewater,800,4.2,20,"Indian,Chinese,Continental,Asian",Anna Nagar East,73,roewater
80488,Kothapet & Dilsukhnagar,Hyderabad,Homely,200,4.1,1000,"Home Food,South Indian,North Indian,Thalis",Kothapet & Dilsukhnagar,39,homely
80504,Khairtabad,Hyderabad,Indira Darshini,200,4.1,500,"Chinese,South Indian,Fast Food,Hyderabadi",Erramanzal Colony Rd,49,indira darhini
80517,Pulikeshi Nagar,Bangalore,Savoury,800,4.4,1000,"Biryani,Mughlai,Kebabs,Desserts",Frazer Town,48,avoury
80593,Kalyani Nagar,Pune,Kerala Cafe,800,4.0,100,"South Indian,Kerala",Kalyani Nagar,58,kerala cafe
80840,Andheri East,Mumbai,Mystery Box,400,4.2,20,Chinese  Thai  Indonesian  Combo,Chakala,57,mytery box
81049,Banjara Hills,Hyderabad,Creamy N Creamy Ice Stone,150,3.8,50,"Desserts,Fast Food,Beverages,Hyderabadi",Sufi Chambers Road,53,creamy n creamy ice tone
81114,Purasaiwakkam,Chennai,Courtallam Border Rahmath Kadai,500,4.1,500,South Indian,Tana Street,36,courtallam border rahmath kadai
81270,Kalina,Mumbai,Shawarma'S & More,200,4.1,100,"Lebanese,Fast Food,Tibetan,Pizzas,Pastas",Jama Masjid,33,hawarma & more
81392,Toli Chowki,Hyderabad,Ice Magic,250,4.5,100,Pizzas,Tolichowki,68,ice magic
81489,Begampura,Surat,Cinera Hotel,300,4.1,50,"Chinese,North Indian,Biryani,Seafood",Cinema Road,35,cinera hotel
81574,Gopipura,Surat,Kasmiri Restaurant,400,3.6,50,"Chinese,Tandoor,Beverages",Chowk Bazar,36,kamiri retaurant
81616,Bidhannagar,Kolkata,Superstar Haji Biryani,300,3.8,20,"Biryani,Tandoor",Near Mom'S Kitchen,59,upertar haji biryani
81650,Old Washermanpet,Chennai,Taj Multi Cuisine Restaurant,300,3.9,100,"Indian,Chinese,Tandoor",Royapuram,63,taj multi cuiine retaurant
81725,Gopipura,Surat,Sagar Restaurant,400,3.4,50,"Tandoor,North Indian",New Textile Market,38,agar retaurant
81776,Rohini,Delhi,Bonfire,200,3.5,50,North Indian,Sector-16,55,bonfire
81814,Ellisbridge,Ahmedabad,Burger King,350,4.2,1000,"American,Fast Food",3Rd Eye Ii Ellis Bridge Cg Road,33,burger king
81944,Koramangala,Bangalore,Nasi And Mee,1200,4.6,100,"Pan-Asian,Singaporean,Malaysian,Japanese,Asian,Chinese,Indonesian",Koramangala,61,nai & mee
81984,Koramangala,Bangalore,Dalma,197,4.2,100,"Oriya,Seafood,Thai",Koramangala 6Th Block,60,dalma
81992,Kurla,Mumbai,Sips N Bite,350,2.9,80,"American,Fast Food,Beverages",Chembur,47,ip n bite
82022,Rohini,Delhi,Pifi Pizza,350,3.8,20,"Italian,Mexican,Beverages",Rohini,57,pifi pizza
82089,Khanpur,Ahmedabad,Mirza Fry & Chinese,300,4.2,100,Indian,Lal Darwaja,39,mirza fry & chinee
82160,Chamrajpet,Bangalore,Shree Mahalakshmi Sweets,200,4.1,100,"Sweets,Snacks",Chamrajpet,59,hree mahalakhmi weet
