rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,subscriber_bins,views_bins
220,beyoncï¿,26000000,17308961985.0,music,beyoncï¿,240,united states,us,music,163.0,66.0,66.0,55454000.0,13900.0,221800.0,166400.0,2700000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
221,marï¿½ï¿½ï¿½ï¿½ï¿½,26000000,18597534412.0,music,mariliamendonca,1,Not Available,NA,music,4057142.0,0.0,4914.0,3.0,0.0,0.01,0.01,0.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
222,indosiar,25900000,11372071889.0,music,indosiar,65286,indonesia,id,entertainment,358.0,5.0,60.0,230183000.0,57500.0,920700.0,690500.0,11000000.0,600000.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Medium (10M - 50M),High (10B - 100B)
223,vanossgaming,25800000,15541421838.0,gaming,vanossgaming,1762,canada,ca,games,206.0,5.0,17.0,54947000.0,13700.0,219800.0,164800.0,2600000.0,0.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Medium (10M - 50M),High (10B - 100B)
224,david guetta,25700000,17793809548.0,music,david guetta,749,united states,us,music,153.0,67.0,67.0,164215000.0,41100.0,656900.0,492600.0,7900000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
225,lospolinesios,25700000,7466926260.0,people & blogs,lospolinesios,982,mexico,mx,people,746.0,8.0,7.0,30501000.0,7600.0,122000.0,91500.0,1500000.0,0.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
226,nicki minaj,25700000,10242981063.0,music,nicki minaj,42,united states,us,music,425.0,67.0,67.0,103631000.0,25900.0,414500.0,310900.0,5000000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
227,fede vigevani,25600000,7962725960.0,howto & style,fede vigevani,0,Not Available,NA,Unknown Type,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
228,taylorswiftvevo,25600000,25592378292.0,music,taylorswiftvevo,287,united states,us,music,67.0,68.0,68.0,318593000.0,79600.0,1300000.0,955800.0,15300000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
229,zhc,25500000,2726917087.0,film & animation,zhc,5,Not Available,NA,entertainment,4042995.0,0.0,6739.0,20.0,0.01,0.08,0.06,0.96,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
230,post malone,25500000,14401218086.0,music,post malone,78,united states,us,music,243.0,69.0,69.0,195499000.0,48900.0,782000.0,586500.0,9400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
231,rans entertainment,25400000,6430853035.0,people & blogs,rans entertainment,3716,indonesia,id,entertainment,942.0,6.0,62.0,58487000.0,14600.0,233900.0,175500.0,2800000.0,100000.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Medium (10M - 50M),Medium (1B - 10B)
232,lankybox,25400000,34300482066.0,comedy,lankybox,8775,united states,us,games,29.0,69.0,18.0,815341000.0,203800.0,3300000.0,2400000.0,39100000.0,600000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
233,coldplay,25300000,17331663193.0,music,coldplay,398,united kingdom,gb,music,160.0,8.0,70.0,198875000.0,49700.0,795500.0,596600.0,9500000.0,100000.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),High (10B - 100B)
234,las ratitas,25200000,9602246828.0,people & blogs,las ratitas,4,Not Available,NA,people,4051936.0,0.0,7690.0,11.0,0.0,0.04,0.03,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
235,wb kids,25200000,11081602368.0,people & blogs,wb kids,2025,united states,us,film,375.0,70.0,16.0,140319000.0,35100.0,561300.0,421000.0,6700000.0,300000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
236,abplive,25200000,7968363381.0,people & blogs,abplive,12,Not Available,NA,people,4026389.0,0.0,7421.0,2.0,0.0,0.01,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
237,chris brown,25200000,15520569496.0,music,chrisbrown,0,Not Available,NA,Unknown Type,3612215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
238,the lallantop,25200000,10409352249.0,news & politics,the lallantop,51129,india,in,news,408.0,52.0,6.0,273920000.0,68500.0,1100000.0,821800.0,13100000.0,300000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
239,rihannavevo,25100000,19458807708.0,music,rihannavevo,118,united states,us,music,130.0,71.0,72.0,94246000.0,23600.0,377000.0,282700.0,4500000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
240,watchmojo.com,25100000,16357064198.0,music,watchmojo.com,24837,canada,ca,entertainment,180.0,6.0,64.0,49009000.0,12300.0,196000.0,147000.0,2400000.0,0.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Medium (10M - 50M),High (10B - 100B)
241,trans7 official,25000000,14169516119.0,entertainment,trans7 official,89179,indonesia,id,entertainment,251.0,7.0,64.0,123189000.0,30800.0,492800.0,369600.0,5900000.0,100000.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Medium (10M - 50M),High (10B - 100B)
242,anuel aa,25000000,14827085149.0,music,anuel aa,147,colombia,co,music,225.0,6.0,73.0,284144000.0,71000.0,1100000.0,852400.0,13600000.0,300000.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333,Medium (10M - 50M),High (10B - 100B)
243,dan rhodes,24800000,17387583720.0,entertainment,dan rhodes,1644,united kingdom,gb,entertainment,157.0,9.0,66.0,331889000.0,83000.0,1300000.0,995700.0,15900000.0,500000.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),High (10B - 100B)
244,yuya,24800000,2588501115.0,howto & style,yuya,672,mexico,mx,howto,3505.0,9.0,6.0,336291.0,84.0,1300.0,1000.0,16100.0,0.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
245,america's got talent,24800000,3699352704.0,entertainment,america's got talent,1894,united states,us,entertainment,2122.0,72.0,65.0,134412000.0,33600.0,537600.0,403200.0,6500000.0,400000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
246,mujjuu___14,24800000,14655527943.0,people & blogs,mujjuu___14,872,Not Available,NA,people,234.0,0.0,8.0,400222000.0,100100.0,1600000.0,1200000.0,19200000.0,900000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
247,eminemvevo,24700000,20531704527.0,music,eminemvevo,104,united states,us,music,115.0,73.0,74.0,139443000.0,34900.0,557800.0,418300.0,6700000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
248,chloe ting,24700000,2994726412.0,howto & style,chloe ting,412,australia,au,howto,2897.0,2.0,7.0,23263000.0,5800.0,93100.0,69800.0,1100000.0,0.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136,Medium (10M - 50M),Medium (1B - 10B)
249,katyperryvevo,24600000,23755792542.0,music,katyperryvevo,175,united states,us,music,82.0,74.0,75.0,88940000.0,22200.0,355800.0,266800.0,4300000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
250,mark rober,24600000,3647987299.0,science & technology,mark rober,120,united states,us,tech,2178.0,74.0,3.0,88625000.0,22200.0,354500.0,265900.0,4300000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
251,1thek (ï¿½ï¿½ï¿½ï¿½ï,24500000,23962070944.0,music,1thek (ï¿½ï¿½ï¿½ï¿½ï,18950,south korea,kr,entertainment,79.0,6.0,67.0,105567000.0,26400.0,422300.0,316700.0,5100000.0,0.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922,Medium (10M - 50M),High (10B - 100B)
252,like nastya ae,24400000,12385924995.0,entertainment,like nastya ae,658,united states,us,entertainment,312.0,75.0,68.0,169865000.0,42500.0,679500.0,509600.0,8200000.0,400000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
253,amit bhadana,24300000,2380248899.0,entertainment,amit bhadana,17,Not Available,NA,people,4054185.0,0.0,7710.0,5.0,0.0,0.02,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
254,pen movies,24300000,6608773195.0,film & animation,pen movies,1667,india,in,film,903.0,53.0,17.0,94853000.0,23700.0,379400.0,284600.0,4600000.0,300000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
255,mrbeast en espaï¿½ï,24200000,2700914170.0,entertainment,mrbeast en espaï¿½ï,67,mexico,mx,entertainment,3309.0,10.0,70.0,33590000.0,8400.0,134400.0,100800.0,1600000.0,100000.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
256,shfa show india,24200000,15724160183.0,Other,shfa show india,469,united arab emirates,ae,people,203.0,3.0,9.0,151208000.0,37800.0,604800.0,453600.0,7300000.0,200000.0,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818,Medium (10M - 50M),High (10B - 100B)
257,super jojo - nursery rhymes & kids songs,24100000,329774870.0,Other,super jojo - nursery rhymes & kids songs,36,united states,us,education,40117.0,77.0,15.0,328503000.0,82100.0,1300000.0,985500.0,15800000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Low (< 1B)
258,alejo igoa,24100000,10999000479.0,comedy,alejo igoa,802,argentina,ar,entertainment,376.0,4.0,71.0,401512000.0,100400.0,1600000.0,1200000.0,19300000.0,600000.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Medium (10M - 50M),High (10B - 100B)
259,daniel labelle,24100000,12916159065.0,comedy,daniel labelle,287,Not Available,NA,comedy,290.0,0.0,14.0,398765000.0,99700.0,1600000.0,1200000.0,19100000.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
260,netd mï¿½ï¿,24100000,56106087508.0,music,netd mï¿½ï¿,23491,turkey,tr,music,14.0,2.0,76.0,424815000.0,106200.0,1700000.0,1300000.0,20400000.0,200000.0,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322,Medium (10M - 50M),High (10B - 100B)
261,dj snake,24100000,8425505919.0,music,dj snake,252,united states,us,music,602.0,77.0,76.0,63293000.0,15800.0,253200.0,189900.0,3000000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
262,diana and roma ara,24100000,11041261296.0,Other,diana and roma ara,590,united states,us,entertainment,379.0,76.0,70.0,66884000.0,16700.0,267500.0,200700.0,3200000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
263,ksi,24100000,6002166932.0,entertainment,ksi,1252,united kingdom,gb,music,1053.0,10.0,76.0,5439000.0,1400.0,21800.0,16300.0,261100.0,0.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),Medium (1B - 10B)
264,spider slack,24000000,13943030228.0,comedy,spider slack,901,brazil,br,comedy,252.0,13.0,14.0,761451000.0,190400.0,3000000.0,2300000.0,36500000.0,1100000.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),High (10B - 100B)
265,goldmines movies,24000000,5652938599.0,film & animation,ti ti,3,Not Available,NA,people,4057888.0,0.0,7725.0,3.0,0.0,0.01,0.01,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
266,preston,24000000,8279004442.0,gaming,preston,4009,united states,us,entertainment,621.0,78.0,72.0,151697000.0,37900.0,606800.0,455100.0,7300000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
267,james charles,23900000,4067878931.0,entertainment,james charles,505,united states,us,entertainment,1860.0,79.0,73.0,58126000.0,14500.0,232500.0,174400.0,2800000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
268,collins key,23900000,6582932625.0,entertainment,collins key,257,united states,us,entertainment,911.0,79.0,73.0,10853000.0,2700.0,43400.0,32600.0,520900.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
269,diana and roma en,23900000,7213499085.0,people & blogs,diana and roma en,511,united states,us,entertainment,787.0,79.0,73.0,177769000.0,44400.0,711100.0,533300.0,8500000.0,300000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
270,venus entertainment,23800000,5663125358.0,entertainment,venus entertainment,70,Not Available,NA,entertainment,367929.0,0.0,2500.0,31633.0,8.0,127.0,95.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
271,troom troom,23800000,10414479943.0,howto & style,troom troom,2425,united states,us,howto,412.0,80.0,8.0,98052000.0,24500.0,392200.0,294200.0,4700000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
272,enrique iglesias,23800000,17688774915.0,music,enrique iglesias,443,united states,us,music,154.0,80.0,77.0,122914000.0,30700.0,491700.0,368700.0,5900000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
273,ninja,23700000,2543809954.0,gaming,ninja,1732,united states,us,games,3590.0,81.0,19.0,8368000.0,2100.0,33500.0,25100.0,401700.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
274,faze rug,23700000,7451792132.0,gaming,fazerug,0,canada,ca,games,4057944.0,3885.0,7268.0,0.0,0.0,0.0,0.0,0.0,1.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Medium (10M - 50M),Medium (1B - 10B)
275,mister max,23700000,15510153803.0,people & blogs,mister max,1099,united kingdom,gb,entertainment,208.0,11.0,74.0,32817000.0,8200.0,131300.0,98400.0,1600000.0,0.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),High (10B - 100B)
276,that little puff,23700000,20289689389.0,pets & animals,that little puff,769,united states,us,animals,118.0,81.0,1.0,755054000.0,188800.0,3000000.0,2300000.0,36200000.0,1100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
277,nickyjamtv,23600000,15901824841.0,music,nickyjamtv,392,Not Available,NA,music,193.0,3.0,78.0,77927000.0,19500.0,311700.0,233800.0,3700000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
278,juan de dios pantoja,23600000,2135644776.0,entertainment,juan de dios pantoja,226,mexico,mx,people,4529.0,11.0,10.0,46862000.0,11700.0,187400.0,140600.0,2200000.0,200000.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
279,logan paul,23600000,5994002464.0,entertainment,logan paul,719,united states,us,entertainment,1057.0,82.0,75.0,10803000.0,2700.0,43200.0,32400.0,518600.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
280,maya and mary,23600000,6766461070.0,entertainment,maya and mary,552,united states,us,entertainment,883.0,82.0,75.0,44542000.0,11100.0,178200.0,133600.0,2100000.0,400000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
281,peppa pig espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,23600000,7920637200.0,film & animation,peppa pig espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1251,united kingdom,gb,film,668.0,12.0,19.0,53589000.0,13400.0,214400.0,160800.0,2600000.0,100000.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),Medium (1B - 10B)
282,jelly,23500000,14777034543.0,gaming,jelly,6066,united kingdom,gb,games,229.0,13.0,20.0,41669000.0,10400.0,166700.0,125000.0,2000000.0,0.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),High (10B - 100B)
283,miss katy,23500000,14696994366.0,people & blogs,miss katy,1044,united kingdom,gb,entertainment,235.0,13.0,76.0,59629000.0,14900.0,238500.0,178900.0,2900000.0,0.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),High (10B - 100B)
284,tilak,23400000,9465863821.0,film & animation,tilak,6672,india,in,film,493.0,56.0,20.0,367347000.0,91800.0,1500000.0,1100000.0,17600000.0,900000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
285,valentina pontes ofc,23400000,7926899136.0,film & animation,valentina pontes ofc,1291,brazil,br,entertainment,667.0,14.0,77.0,28285000.0,7100.0,113100.0,84900.0,1400000.0,0.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
286,sesame street,23300000,22471357411.0,entertainment,sesame street,3657,united states,us,entertainment,99.0,83.0,78.0,124187000.0,31000.0,496700.0,372600.0,6000000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
287,happy lives,23200000,2634.0,science & technology,happy lives,1,united states,us,entertainment,4053372.0,84.0,79.0,6589000000.0,0.0,0.0,0.0,0.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Low (< 1B)
288,lady gaga,23200000,15751661213.0,people & blogs,lady gaga,172,united states,us,music,198.0,83.0,79.0,143169000.0,35800.0,572700.0,429500.0,6900000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
289,akshay nagwadiya,23200000,7966720147.0,entertainment,akshay nagwadiya,595,Not Available,NA,entertainment,660.0,0.0,79.0,321179000.0,80300.0,1300000.0,963500.0,15400000.0,900000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
290,wave music bhojpuri,23100000,12889240875.0,music,wave music bhojpuri,22578,india,in,music,293.0,59.0,81.0,52678000.0,13200.0,210700.0,158000.0,2500000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
291,gmm grammy official,23100000,25579831081.0,music,gmm grammy official,15462,thailand,th,music,68.0,4.0,81.0,130233000.0,32600.0,520900.0,390700.0,6300000.0,0.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Medium (10M - 50M),High (10B - 100B)
292,ted,23100000,2551113422.0,people & blogs,ted,4445,united states,us,tech,3568.0,85.0,4.0,13246000.0,3300.0,53000.0,39700.0,635800.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
293,unknown boy varun,23100000,9299371231.0,music,unknown boy varun,456,india,in,music,506.0,58.0,80.0,304021000.0,76000.0,1200000.0,912100.0,14600000.0,700000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
294,kids tv - nursery rhymes and baby songs,23100000,13151870846.0,shows,kids tv - nursery rhymes and baby songs,3781,united states,us,music,282.0,85.0,81.0,128448000.0,32100.0,513800.0,385300.0,6200000.0,700000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
295,tsuriki show,23000000,31494513067.0,entertainment,tsuriki show,2905,germany,de,comedy,34.0,1.0,15.0,756717000.0,189200.0,3000000.0,2300000.0,36300000.0,800000.0,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526,Medium (10M - 50M),High (10B - 100B)
296,technical guruji,23000000,3378047383.0,science & technology,technical guruji,5041,india,in,tech,2420.0,60.0,5.0,22262000.0,5600.0,89000.0,66800.0,1100000.0,0.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
297,drossrotzank,23000000,6041264489.0,entertainment,drossrotzank,1598,argentina,ar,entertainment,1040.0,5.0,80.0,35539000.0,8900.0,142200.0,106600.0,1700000.0,100000.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Medium (10M - 50M),Medium (1B - 10B)
298,white hill music,23000000,10939966484.0,entertainment,white hill music,5718,india,in,music,382.0,60.0,82.0,93183000.0,23300.0,372700.0,279500.0,4500000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
299,ultra movie parlour,22900000,5320485069.0,movies,ultra movie parlour,1670,india,in,film,1248.0,61.0,22.0,118846000.0,0.0,0.0,0.0,0.0,300000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
300,alan becker,22900000,5380073627.0,film & animation,alan becker,0,united states,us,games,4057944.0,7700.0,7453.0,0.0,0.0,0.0,0.0,0.0,1.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
301,toyorbabytv,22900000,16298342829.0,music,toyorbabytv,1159,jordan,jo,music,181.0,2.0,83.0,169056000.0,42300.0,676200.0,507200.0,8100000.0,300000.0,34.4,10101694.0,14.72,9213048.0,30.585164,36.238414,Medium (10M - 50M),High (10B - 100B)
302,babybus - canciones infantiles & videos para niï¿½ï,22900000,13206471140.0,education,babybus - canciones infantiles & videos paraï¿½,1251,mexico,mx,education,278.0,12.0,17.0,136821000.0,34200.0,547300.0,410500.0,6600000.0,200000.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),High (10B - 100B)
303,kl bro biju rithvik,22800000,17988347989.0,entertainment,kl bro biju rithvik,1841,Not Available,NA,entertainment,143.0,0.0,79.0,2033000000.0,508100.0,8100000.0,6100000.0,97600000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
304,vania mania kids,22700000,10115316784.0,people & blogs,vania mania kids,985,united states,us,education,438.0,87.0,18.0,155215000.0,38800.0,620900.0,465600.0,7500000.0,300000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
305,like nastya prt,22700000,11568118121.0,entertainment,like nastya prt,654,Not Available,NA,entertainment,344.0,0.0,82.0,96613000.0,24200.0,386500.0,289800.0,4600000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
306,sun tv,22600000,20847038152.0,people & blogs,sun tv,60964,india,in,entertainment,109.0,63.0,82.0,982238000.0,245600.0,3900000.0,2900000.0,47100000.0,600000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
307,heroindori,22600000,9223534599.0,comedy,heroindori,495,india,in,entertainment,508.0,62.0,81.0,399152000.0,99800.0,1600000.0,1200000.0,19200000.0,1400000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
308,the chainsmokers,22600000,14231943358.0,music,the chainsmokers,180,united states,us,music,246.0,88.0,84.0,81660000.0,20400.0,326600.0,245000.0,3900000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
309,mmoshaya,22600000,17507060680.0,people & blogs,mmoshaya,1189,saudi arabia,sa,entertainment,156.0,1.0,83.0,73829000.0,18500.0,295300.0,221500.0,3500000.0,100000.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162,Medium (10M - 50M),High (10B - 100B)
310,sia,22600000,13405849040.0,music,sia,171,united states,us,music,273.0,88.0,84.0,95253000.0,23800.0,381000.0,285800.0,4600000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
311,leonata family,22600000,27084848152.0,people & blogs,leonata family,2321,united states,us,people,57.0,87.0,11.0,1174000000.0,293500.0,4700000.0,3500000.0,56300000.0,1300000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
312,goldmines cineplex,22500000,2431154438.0,film & animation,goldmines cineplex,3377,india,in,film,3793.0,64.0,23.0,48740000.0,12200.0,195000.0,146200.0,2300000.0,200000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
313,vlad and niki arabic,22500000,10613701948.0,Other,vlad and niki arabic,526,united states,us,entertainment,399.0,89.0,84.0,65066000.0,16300.0,260300.0,195200.0,3100000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
314,ssundee,22500000,13835173331.0,gaming,ssundee,3315,united states,us,games,261.0,90.0,21.0,175094000.0,43800.0,700400.0,525300.0,8400000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
315,paulo londra,22400000,8040036209.0,music,paulo londra,58,argentina,ar,music,648.0,6.0,85.0,72242000.0,18100.0,289000.0,216700.0,3500000.0,0.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Medium (10M - 50M),Medium (1B - 10B)
316,smile family,22300000,8663830163.0,people & blogs,smile family,34,france,fr,music,3805801.0,3046.0,4509.0,735.0,0.18,3.0,2.0,35.0,10.0,65.6,67059887.0,8.43,54123364.0,46.227638,2.213749,Medium (10M - 50M),Medium (1B - 10B)
317,fgteev,22300000,24059336857.0,gaming,fgteev,1724,united states,us,games,77.0,91.0,22.0,132110000.0,33000.0,528400.0,396300.0,6300000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
318,kinder spielzeug kanal (kidibli),22200000,11136266461.0,entertainment,kinder spielzeug kanal (kidibli),999,united states,us,entertainment,370.0,92.0,86.0,139333000.0,34800.0,557300.0,418000.0,6700000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
